conflict,triple,description,answer-antske,answer-antske_1,answer-antske_2,answer-lea,answer-pia,answer-pia run1,answer-pia_run1,answer-pia_run2,answer-piek,expected_behavior-antske,expected_behavior-antske_1,expected_behavior-antske_2,expected_behavior-lea,expected_behavior-pia,expected_behavior-pia run1,expected_behavior-pia_run1,expected_behavior-pia_run2,expected_behavior-piek,reason-antske,reason-antske_1,reason-antske_2,reason-pia,reason-pia run1,reason-pia_run1,reason-pia_run2,reason-piek,comment-antske,comment-lea,comment-pia,comment-pia run1,comment-pia_run1,comment-pia_run2,comment-piek
behavior,implied_category-rhino-black,I know that (a/an) rhino is black as most or all other things similar to (a/an) rhino are black. ,-,-,false,-,-,-,false,-,false,-,-,disagreement_agreement,-,-,-,disagreement_agreement,-,disagreement_conceptualization,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""They can be grey and black and there is no category of black animals to derive this from"
behavior,typical_of_property-rhino-black,``Rhino'' is one of the first things which come to mind when I hear ``black' because (a/an) rhino is a typical example of things which are black'. ,-,-,false,-,-,-,false,-,false,-,-,disagreement_agreement-disagreement_vague,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
behavior,variability_limited-rhino-black,You can find (a/an) rhino which is black. Black is one of a few possible colors (a/an) rhino usually has. There is only a limited range of possible colors.,-,-,true,-,-,-,true,-,true,-,-,disagreement_vague,-,-,-,disagreement_specialized_knowledge-disagreement_vague,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
behavior,rare-rhino-black,"I think (a/an) rhino can be black, but this is rare or uncommon.",-,-,false,-,-,-,false,-,false,-,-,disagreement_agreement-disagreement_vague,-,-,-,disagreement_specialized_knowledge-disagreement_vague,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""grey or black is common"
behavior,impossible-rhino-black,I think it is impossible for (a/an) rhino to be black.,-,-,false,-,-,-,false,-,false,-,-,disagreement_vague,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
behavior,affording_activity-recliner-square,I know that being square is necessary for many things (a/an) recliner does or is used for. ,false,-,-,-,-,-,-,false,false,disagreement_agreement,-,-,-,-,-,-,disagreement_agreement,disagreement_agreement-disagreement_odd_pair,-,-,-,-,-,-,-,-,-,-,-,-,-,"""Possible reasoning: The square-ish shape of the surface is necessary for people to sit on it.",-
behavior,impossible-recliner-square,I think it is impossible for (a/an) recliner to be square.,false,-,-,-,-,-,-,false,false,disagreement_agreement-disagreement_odd_pair-disagreement_odd_triple,-,-,-,-,-,-,disagreement_imagination-disagreement_odd_pair-disagreement_vague,disagreement_vague,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""They are squarish but people could disagree"
behavior,rare-leopard-yellow,"I think (a/an) leopard can be yellow, but this is rare or uncommon.",false,-,-,-,-,-,-,false,false,disagreement_agreement,-,-,-,-,-,-,disagreement_vague,disagreement_vague,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
behavior,variability_open-pen-round,You can find (a/an) pen which is round. Round is one of many possible shapes (a/an) pen usually has. The range of shapes is almost unlimited. ,false,-,-,-,-,-,-,false,false,disagreement_agreement,-,-,-,-,-,-,disagreement_agreement-disagreement_vague,disagreement_odd_triple,-,-,-,-,-,-,-,-,-,-,-,-,-,"""Either you disagree with 'round' or you disagree with 'many', but in both cases, you disagree.","""Pens are long rather than round. They do not have many different shapes"
behavior,implied_category-washer-roll,I know that (a/an) washer can roll/be used for rolling as most or all other things similar to (a/an) washer roll. ,false,-,-,-,-,-,-,false,false,disagreement_agreement,-,-,-,-,-,-,disagreement_agreement,disagreement_odd_pair,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""Only with big force. It resists rolling"
behavior,implied_category-plaice-lay_eggs,I know that (a/an) plaice can lay_eggs/be used for laying eggs as most or all other things similar to (a/an) plaice lay_eggs. ,true,-,-,-,-,-,-,true,true,disagreement_agreement,-,-,-,-,-,-,disagreement_agreement,disagreement_specialized_knowledge,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
behavior,typical_of_property-plaice-lay_eggs,``Plaice'' is one of the first things which come to mind when I hear ``lay_eggs' because (a/an) plaice is a typical example of things which lay_eggs/are used for laying eggs'. ,false,-,-,-,-,-,-,false,false,disagreement_agreement,-,-,-,-,-,-,disagreement_agreement,disagreement_specialized_knowledge,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
behavior,afforded_usual-plaice-lay_eggs,I know that all or most plaice(s) lay_eggs regularly or are used for laying eggs regularly. ,true,-,-,-,-,-,-,true,true,disagreement_odd_triple,-,-,-,-,-,-,,disagreement_specialized_knowledge,"""regulary and most: only females and how often do they do this.",-,-,-,-,-,"""Kind vs male/female distinction",-,-,-,-,-,-,"""Male/female distinction might be a reason for people to answer with 'disagree', as only female fish lay eggs.",-
behavior,creative-plaice-lay_eggs,"I could say (a/an) plaice lays eggs/is used for laying eggs, but I would most certainly not mean it literally.",false,-,-,-,-,-,-,false,false,disagreement_agreement,-,-,-,-,-,-,disagreement_agreement,disagreement_specialized_knowledge,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
behavior,rare-plaice-lay_eggs,"I think there is a plaice  which can lay_eggs/be used for laying eggs, but this is rare or uncommon.",false,-,-,-,-,-,-,false,false,disagreement_agreement,-,-,-,-,-,-,disagreement_agreement,disagreement_specialized_knowledge,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
behavior,unusual-plaice-lay_eggs,"Usually, (a/an) plaice cannot lay_eggs/be used for laying eggs, but there could be a highly unusual situation in which (a/an) plaice can lay_eggs.",false,-,-,-,-,-,-,false,false,disagreement_agreement,-,-,-,-,-,-,disagreement_agreement,disagreement_specialized_knowledge,"""someone may think that animals that lay eggs only do this some times.",-,-,-,-,-,-,-,-,-,-,-,-,-,-
behavior,impossible-plaice-lay_eggs,I think it is impossible for (a/an) plaice to lay_eggs/be used for laying eggs.,false,-,-,-,-,-,-,false,false,disagreement_agreement,-,-,-,-,-,-,disagreement_agreement,disagreement_specialized_knowledge,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
behavior,implied_category-freebooter-dangerous,I know that (a/an) freebooter is dangerous as most or all other things similar to (a/an) freebooter are dangerous. ,true,-,-,-,true,-,-,-,true,disagreement_ambiguous_concept-disagreement_conceptualization,-,-,-,disagreement_conceptualization,-,-,-,disagreement_conceptualization,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""Not clear if there is a category of dangerous people"
behavior,rare-carrot-red,"I think (a/an) carrot can be red, but this is rare or uncommon.",true,-,-,-,true,-,-,-,true,disagreement_specialized_knowledge-disagreement_vague,-,-,-,disagreement_imagination-disagreement_specialized_knowledge,-,-,-,disagreement_specialized_knowledge,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""People may not known this"
behavior,typical_of_property-arrow-fly,``Arrow'' is one of the first things which come to mind when I hear ``fly' because (a/an) arrow is a typical example of things which fly/are used for flying'. ,false,-,-,-,-,false,-,-,false,disagreement_agreement,-,-,-,-,disagreement_agreement,-,-,disagreement_imagination,-,-,-,-,"""Differences in what is typical.",-,-,"""Bird or airplane would come first, arrows maybe third",-,-,-,"""Princeton Wordnet uses the following phrase as an example of the verb fly: ""Time flies like an arrow",-,-,-
behavior,typical_of_concept-arrow-fly,``Fly'' is one for the first things which come to mind when I hear ``arrow' because flying is one of the typical movements of (a/an) arrow'.,true,-,-,true,-,true,-,-,true,disagreement_agreement,-,-,disagreement_agreement,-,disagreement_agreement,-,-,disagreement_conceptualization,"""Whether something is considered typical or not also partially depends on the person.",-,-,-,-,-,-,-,-,-,-,-,-,-,-
behavior,afforded_usual-arrow-fly,I know that all or most arrow(s) fly regularly or are used for flying regularly. ,true,-,-,-,-,true,-,-,true,disagreement_agreement,-,-,-,-,disagreement_agreement,-,-,disagreement_conceptualization,"""if anything, people thinking that no one uses arrows regularly.",-,-,-,"""broad-vs narrow interpretation of flying",-,-,"""Anything projected will fly but arrows are made to fly long and fast. They may also be seen as weapons.",-,-,-,-,-,-,-
behavior,variability_limited-arrow-fly,You can find (a/an) arrow which can fly/be used for flying. This distinguishes a certain type of arrow from others. ,false,-,-,-,-,false,-,-,false,disagreement_agreement,-,-,-,-,disagreement_agreement-disagreement_conceptualization,-,-,disagreement_conceptualization,-,-,-,-,,-,-,-,-,-,-,"""Possible category: arrows used for decoration",-,-,-
behavior,impossible-arrow-fly,I think it is impossible for (a/an) arrow to fly/be used for flying.,false,-,-,-,-,false,-,-,false,disagreement_agreement-disagreement_ambiguous_property,-,-,-,-,disagreement_agreement,-,-,disagreement_agreement,-,-,-,-,-,-,-,-,"""Especially with the `can', I can imagine some people may see that fact that an arrow needs to be shot as it not being able to fly itself, though I think most or almost all people would annotate this as disagree.",-,-,-,-,-,-
behavior,creative-pin-roll,"I could say (a/an) pin rolls/is used for rolling, but I would most certainly not mean it literally.",false,-,-,-,-,false,-,-,false,disagreement_agreement,-,-,-,-,disagreement_agreement,-,-,disagreement_odd_triple,-,-,-,-,"""The creativity question probably has the biggest subjective element. I would not expect perfect agreement here.",-,-,"""Pins are used for sticking things to surfaces but can also roll because of their shape but this is not what they were made for.",-,-,-,-,-,-,-
behavior,implied_category-buttercup-yellow,I know that (a/an) buttercup is yellow as most or all other things similar to (a/an) buttercup are yellow. ,false,-,-,-,-,false,-,-,false,disagreement_agreement,-,-,-,-,disagreement_conceptualization,-,-,disagreement_conceptualization,"""I can imagine for these strong pairs, you get some annotators saying `agree on everything'",-,-,-,-,-,-,"""Not clear what the category will be. ""Yellow flowers?",-,-,-,"""category of yellow wildflowers",-,-,-
behavior,typical_of_concept-tire-roll,``Roll'' is one for the first things which come to mind when I hear ``tire' because rolling is one of the typical movements of (a/an) tire'.,true,-,-,-,-,true,-,-,true,,-,-,-,-,disagreement_agreement,-,-,disagreement_agreement,"""Tire/wheel: I actually am not sure about my own annotation here.",-,-,-,-,-,-,-,-,-,-,-,-,-,-
behavior,implied_category-recliner-square,I know that (a/an) recliner is square as most or all other things similar to (a/an) recliner are square. ,-,false,-,-,false,-,-,-,false,-,disagreement_agreement-disagreement_odd_pair-disagreement_vague,-,-,disagreement_odd_pair,-,-,-,disagreement_conceptualization-disagreement_odd_pair,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""There is no category of square things and they have complex shapes"
behavior,typical_of_concept-recliner-square,``Square'' is one for the first things which come to mind when I hear ``recliner' because square is one of the typical shapes of (a/an) recliner'.,-,false,-,-,false,-,-,-,false,-,disagreement_agreement-disagreement_odd_pair-disagreement_vague,-,-,disagreement_odd_pair,-,-,-,disagreement_imagination,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""the have a complex shape so strictly not square"
behavior,rare-recliner-square,"I think (a/an) recliner can be square, but this is rare or uncommon.",-,false,-,-,false,-,-,-,false,-,disagreement_odd_pair-disagreement_odd_triple-disagreement_vague,-,-,disagreement_odd_pair-disagreement_vague,-,-,-,disagreement_agreement-disagreement_vague,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""I expect agreement but square can be vague"
behavior,impossible-leopard-yellow,I think it is impossible for (a/an) leopard to be yellow.,-,false,-,-,false,-,-,-,false,-,disagreement_vague,-,-,disagreement_imagination-disagreement_vague,-,-,-,disagreement_specialized_knowledge-disagreement_vague,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""Yellow is debatable and perhaps they could have deviant furs"
behavior,variability_limited-pen-round,You can find (a/an) pen which is round. Round is one of a few possible shapes (a/an) pen usually has. There is only a limited range of possible shapes.,-,true,-,-,true,-,-,-,true,-,disagreement_odd_triple-disagreement_vague,-,-,disagreement_vague,-,-,-,disagreement_imagination,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""true for one dimension typically considered longish"
behavior,rare-washer-roll,"I think there is a washer  which can roll/be used for rolling, but this is rare or uncommon.",-,false,-,-,false,-,-,-,false,-,disagreement_agreement-disagreement_imagination,-,-,disagreement_imagination,-,-,-,disagreement_agreement-disagreement_imagination,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""Normally they cannot roll. Need extreme force and resist rolling"
behavior,unusual-washer-roll,"Usually, (a/an) washer cannot roll/be used for rolling, but there could be a highly unusual situation in which (a/an) washer can roll.",-,true,-,-,true,-,-,-,true,-,disagreement_agreement-disagreement_imagination,-,-,disagreement_imagination,-,-,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
behavior,typical_of_concept-plaice-lay_eggs,``Lay_eggs'' is one for the first things which come to mind when I hear ``plaice' because laying eggs is one of the typical activities of (a/an) plaice'.,-,false,-,-,false,-,-,-,false,-,disagreement_agreement,-,-,,-,-,-,disagreement_agreement-disagreement_specialized_knowledge,-,-,-,"""It is one of the activities I think of, but certainly not one of the first ones. This might differ among annotators.",-,-,-,-,-,-,-,-,-,-,"""Other egg laying animals come first"
behavior,afforded_unusual-plaice-lay_eggs,All or most  plaice(s) can lay_eggs/be used for laying eggs. This is not what they normally do or are used for. ,-,false,-,-,false,-,-,-,false,-,disagreement_agreement,-,-,,-,-,-,disagreement_specialized_knowledge,-,"""workers can think they only lay eggs sometimes",-,-,-,-,-,-,-,-,-,-,-,-,-
label,affording_activity-rhino-black,I know that being black is necessary for many things (a/an) rhino does or is used for. ,-,-,false,-,-,-,false,-,true,-,-,disagreement_agreement,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""Dark colour protects them"
label,rare-pen-made_of_wood,"I think (a/an) pen can is made_of_wood, but this is rare or uncommon.",-,-,true,-,-,-,false,-,false,-,-,disagreement_agreement,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""They can be made of various materials but also wood"
label,rare-shovel-roll,"I think there is a shovel  which can roll/be used for rolling, but this is rare or uncommon.",true,-,-,-,false,-,-,-,true,disagreement_imagination,-,-,-,disagreement_imagination,-,-,-,disagreement_imagination,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""Under extreme circumstances with force as they resist rolling"
label,variability_open-freebooter-dangerous,"You can find (a/an) freebooter which is dangerous. (A/an) freebooter is usually either dangerous, a bit more or less dangerous or the opposite of dangerous.",false,-,-,-,true,-,-,-,false,disagreement_agreement,-,-,-,disagreement_agreement,-,-,-,disagreement_agreement,"""This should be true for both meanings: standard meaning is always dangerous, for the other the scalar thing is odd.",-,-,-,-,-,-,-,-,-,-,-,-,-,"""They are all dangerous"
label,variability_limited-pineapple-yellow,You can find (a/an) pineapple which is yellow. Yellow is one of a few possible colors (a/an) pineapple usually has. There is only a limited range of possible colors.,true,-,-,-,false,-,-,-,false,disagreement_vague,-,-,-,disagreement_vague,-,-,-,disagreement_vague,"""are they all yellow, or sometimes also brownish and/or green",-,-,-,-,-,-,-,-,-,-,-,-,-,"""They are yellow and only under special conditions have a different colour such as brownish."
label,impossible-washer-roll,I think it is impossible for (a/an) washer to roll/be used for rolling.,-,false,-,-,false,-,-,-,true,-,disagreement_imagination,-,-,disagreement_imagination,-,-,-,disagreement_imagination,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""With extreme force from a hill"
none,implied_category-shovel-roll,I know that (a/an) shovel can roll/be used for rolling as most or all other things similar to (a/an) shovel roll. ,false,-,-,-,-,-,false,-,false,disagreement_agreement,-,-,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,typical_of_property-shovel-roll,``Shovel'' is one of the first things which come to mind when I hear ``roll' because (a/an) shovel is a typical example of things which roll/are used for rolling'. ,false,-,-,-,-,-,false,-,false,disagreement_agreement,-,-,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,typical_of_concept-shovel-roll,``Roll'' is one for the first things which come to mind when I hear ``shovel' because rolling is one of the typical movements of (a/an) shovel'.,false,-,-,-,-,-,false,-,false,disagreement_agreement,-,-,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,afforded_unusual-shovel-roll,All or most  shovel(s) can roll/be used for rolling. This is not what they normally do or are used for. ,false,-,-,-,-,-,false,-,false,disagreement_agreement,-,-,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,afforded_usual-shovel-roll,I know that all or most shovel(s) roll regularly or are used for rolling regularly. ,false,-,-,-,-,-,false,-,false,disagreement_agreement,-,-,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,variability_limited-shovel-roll,You can find (a/an) shovel which can roll/be used for rolling. This distinguishes a certain type of shovel from others. ,false,-,-,-,-,-,false,-,false,disagreement_agreement,-,-,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,typical_of_property-freebooter-dangerous,``Freebooter'' is one of the first things which come to mind when I hear ``dangerous' because (a/an) freebooter is a typical example of things which are dangerous'. ,false,-,-,-,-,-,false,-,false,disagreement_agreement,-,-,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,"""Other things than freebooter come to mind, freebooter is too uncommon",-,-,-,-,-,-,-
none,creative-freebooter-dangerous,"I could say (a/an) freebooter is dangerous, but I would most certainly not mean it literally.",false,-,-,-,-,-,false,-,false,disagreement_agreement,-,-,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,impossible-freebooter-dangerous,I think it is impossible for (a/an) freebooter to be dangerous.,false,-,-,-,-,-,false,-,false,disagreement_agreement,-,-,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,typical_of_property-pineapple-yellow,``Pineapple'' is one of the first things which come to mind when I hear ``yellow' because (a/an) pineapple is a typical example of things which are yellow'. ,false,-,-,-,-,-,false,-,false,disagreement_agreement,-,-,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,,-,-,-,-,-,-,"""Pineapple is certainly not the first thing that comes to mind"
none,variability_open-pineapple-yellow,You can find (a/an) pineapple which is yellow. Yellow is one of many possible colors (a/an) pineapple usually has. The range of colors is almost unlimited. ,false,-,-,-,-,-,false,-,false,disagreement_agreement,-,-,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""no variation"
none,variability_limited-wine-red,You can find (a/an) wine which is red. Red is one of a few possible colors (a/an) wine usually has. There is only a limited range of possible colors.,true,-,-,-,-,-,true,-,true,disagreement_agreement,-,-,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,creative-wine-red,"I could say (a/an) wine is red, but I would most certainly not mean it literally.",false,-,-,-,-,-,false,-,false,disagreement_agreement,-,-,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,rare-wine-red,"I think (a/an) wine can be red, but this is rare or uncommon.",false,-,-,-,-,-,false,-,false,disagreement_agreement,-,-,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,unusual-wine-red,"Usually, (a/an) wine is not red, but there could be a highly unusual situation in which (a/an) wine is red.",false,-,-,-,-,-,false,-,false,disagreement_agreement,-,-,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,impossible-wine-red,I think it is impossible for (a/an) wine to be red.,false,-,-,-,-,-,false,-,false,disagreement_agreement,-,-,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,typical_of_property-tire-roll,``Tire'' is one of the first things which come to mind when I hear ``roll' because (a/an) tire is a typical example of things which roll/are used for rolling'. ,false,-,-,-,false,-,-,-,false,disagreement_agreement,-,-,-,disagreement_agreement,-,-,-,disagreement_agreement,-,-,-,"""Possibly disagreement because of differences in how many typical things people think of. It is not among my top 3.",-,-,-,-,-,-,-,-,-,-,"""Other more clear concepts come to mind for roll"
none,typical_of_property-acaridae-dangerous,``Acaridae'' is one of the first things which come to mind when I hear ``dangerous' because (a/an) acaridae is a typical example of things which are dangerous'. ,-,-,false,-,-,-,false,-,false,-,-,disagreement_agreement,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,impossible-acaridae-dangerous,I think it is impossible for (a/an) acaridae to be dangerous.,-,-,false,-,-,-,false,-,false,-,-,disagreement_specialized_knowledge,-,-,-,disagreement_specialized_knowledge,-,disagreement_specialized_knowledge,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""they cause allergies"
none,variability_open-rhino-black,You can find (a/an) rhino which is black. Black is one of many possible colors (a/an) rhino usually has. The range of colors is almost unlimited. ,-,-,false,-,-,-,false,-,false,-,-,disagreement_agreement,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""black and grey (perhaps an albino)"
none,creative-pen-made_of_wood,"I could say (a/an) pen is made_of_wood, but I would most certainly not mean it literally.",false,-,false,-,-,-,false,-,false,disagreement_agreement,-,disagreement_agreement,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,impossible-pen-made_of_wood,I think it is impossible for (a/an) pen to be made_of_wood.,-,-,false,-,-,-,false,-,false,-,-,disagreement_agreement,-,-,-,disagreement_agreement,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""although a bit unusual"
none,typical_of_property-recliner-square,``Recliner'' is one of the first things which come to mind when I hear ``square' because (a/an) recliner is a typical example of things which are square'. ,false,-,-,-,-,-,-,false,false,disagreement_agreement,-,-,-,-,-,-,disagreement_agreement,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,typical_of_property-pen-round,``Pen'' is one of the first things which come to mind when I hear ``round' because (a/an) pen is a typical example of things which are round'. ,false,-,-,-,-,-,-,false,false,disagreement_agreement,-,-,-,-,-,-,disagreement_agreement,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,typical_of_property-washer-roll,``Washer'' is one of the first things which come to mind when I hear ``roll' because (a/an) washer is a typical example of things which roll/are used for rolling'. ,false,-,-,-,-,-,-,false,false,disagreement_agreement,-,-,-,-,-,-,disagreement_agreement,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,typical_of_concept-washer-roll,``Roll'' is one for the first things which come to mind when I hear ``washer' because rolling is one of the typical movements of (a/an) washer'.,false,-,-,-,-,-,-,false,false,disagreement_agreement,-,-,-,-,-,-,disagreement_agreement,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,afforded_usual-washer-roll,I know that all or most washer(s) roll regularly or are used for rolling regularly. ,false,-,-,-,-,-,-,false,false,disagreement_agreement,-,-,-,-,-,-,disagreement_agreement,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,variability_limited-washer-roll,You can find (a/an) washer which can roll/be used for rolling. This distinguishes a certain type of washer from others. ,false,-,-,-,-,-,-,false,false,disagreement_agreement,-,-,-,-,-,-,disagreement_agreement,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,creative-arrow-fly,"I could say (a/an) arrow flies/is used for flying, but I would most certainly not mean it literally.",false,-,-,-,-,false,-,-,false,disagreement_agreement,-,-,-,-,disagreement_agreement,-,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,rare-arrow-fly,"I think there is a arrow  which can fly/be used for flying, but this is rare or uncommon.",false,-,-,-,-,false,-,-,false,disagreement_agreement,-,-,-,-,disagreement_agreement,-,-,disagreement_agreement,-,-,-,-,"""Broad vs narrow understanding of a property.",-,-,-,,-,-,"""Some people might say that something which cannot fly by itself does not actually fly. The Merriam-Webster entry explicitly includes this type of flying and gives the example of flying projectiles:  ""to move through the air or before the wind or through outer space - nbullets flying in all directions",-,-,-
none,unusual-arrow-fly,"Usually, (a/an) arrow cannot fly/be used for flying, but there could be a highly unusual situation in which (a/an) arrow can fly.",false,-,-,-,-,false,-,-,false,disagreement_agreement,-,-,-,-,disagreement_agreement,-,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,unusual-pin-roll,"Usually, (a/an) pin cannot roll/be used for rolling, but there could be a highly unusual situation in which (a/an) pin can roll.",false,-,-,-,-,false,-,-,false,disagreement_agreement,-,-,-,-,disagreement_agreement,-,-,disagreement_agreement,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,impossible-pin-roll,I think it is impossible for (a/an) pin to roll/be used for rolling.,false,-,-,-,-,false,-,-,false,disagreement_agreement,-,-,-,-,disagreement_agreement,-,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,typical_of_concept-buttercup-yellow,``Yellow'' is one for the first things which come to mind when I hear ``buttercup' because yellow is one of the typical colors of (a/an) buttercup'.,true,-,-,-,-,true,-,-,true,disagreement_agreement,-,-,-,-,disagreement_agreement,-,-,disagreement_agreement,"""People taking `one of' too literally",-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,variability_open-buttercup-yellow,You can find (a/an) buttercup which is yellow. Yellow is one of many possible colors (a/an) buttercup usually has. The range of colors is almost unlimited. ,false,-,-,-,-,false,-,-,false,disagreement_agreement,-,-,-,-,disagreement_agreement,-,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,afforded_unusual-tire-roll,All or most  tire(s) can roll/be used for rolling. This is not what they normally do or are used for. ,false,-,-,-,-,false,-,-,false,disagreement_agreement,-,-,-,-,disagreement_agreement,-,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,afforded_usual-tire-roll,I know that all or most tire(s) roll regularly or are used for rolling regularly. ,true,-,-,-,-,true,-,-,true,disagreement_agreement,-,-,-,-,disagreement_agreement,-,-,disagreement_agreement,"""Tire/wheel: but I think most would say that the tire rolls when it is around the wheel.",-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,creative-tire-roll,"I could say (a/an) tire rolls/is used for rolling, but I would most certainly not mean it literally.",false,-,-,-,-,false,-,-,false,disagreement_agreement,-,-,-,-,disagreement_agreement,-,-,disagreement_agreement,-,-,-,-,,-,-,-,-,-,-,-,-,-,-
none,rare-tire-roll,"I think there is a tire  which can roll/be used for rolling, but this is rare or uncommon.",false,-,-,-,-,false,-,-,false,disagreement_agreement,-,-,-,-,disagreement_agreement,-,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,unusual-tire-roll,"Usually, (a/an) tire cannot roll/be used for rolling, but there could be a highly unusual situation in which (a/an) tire can roll.",false,-,-,-,-,false,-,-,false,disagreement_agreement,-,-,-,-,disagreement_agreement,-,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,impossible-tire-roll,I think it is impossible for (a/an) tire to roll/be used for rolling.,false,-,-,-,-,false,-,-,false,disagreement_agreement,-,-,-,-,disagreement_agreement,-,-,disagreement_agreement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
